ORGID,PARENT,OKFS,INN,OKPO,OKONH,SOOGU,OKOPF,KODREG,REGDATE,REGNUM,ORGNAME,ORGSNAME,COMMENT,FIZADDR,URADDR,POSTADDR,PHONE,FAX,EMAIL,WWW,MYORG,CONFDATE,MAINOKONH,OKBV,OCCUPATION,FIRST_DATE,LAST_DATE,OUT_REASON,OUT_DATE,SBM_ID,KODTERR,EXT_ID,HAS_BRON,F6_SHIFR,REGPL_ID,CHK_DATE,OKATO2,OKATO3,Feature1,Feature2,Feature3,OVK_ID,KODOKTMO,KODOKTMO2,REGPLACE,COMPUTERS,SOFTWARENUM,SOFTWARE,KPIS,COMPUTERSS,SOFTWARENUMS,KPISS,Kopf_Changed,Okved_Changed,SBM,OVK_NAME
61,,12,7705420092,50020092,"91510,91511,91515,10.15.15",,12247,45286552000,2000-04-05,000.002.0092,"АПТЕКА № 0092","АПТЕКА № 0092",,"пер. Маяковского, д. 34, к. 4","пер. Маяковского, д. 34, к. 4","пер. Маяковского, д. 34, к. 4",,,,,,2003-01-03,91510,20092-B,"торговля фармпрепаратами",2000-10-21,2003-01-03,,,1,45286552000,61,1,01,1,2003-09-16,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
62,,16,7705430103,50030103,"71200,71201",,12247,45286552000,2000-02-09,000.003.0103,"УНИВЕРСАМ № 0103","УНИВЕРСАМ № 0103",,"пл. Победы, д. 90","пл. Победы, д. 90","пл. Победы, д. 90",,,,,,2003-02-22,71200,30103-A1,"реализация товаров массового спроса",2000-09-27,2003-02-22,,,4,45286552000,62,0,01,4,2003-05-17,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
63,,12,7705420096,50020096,"91510,91511,91515,10.15.15",,12247,45286552000,2000-02-19,000.002.0096,"АПТЕКА № 0096","АПТЕКА № 0096",,"ул. Гвоздева, д. 69","ул. Гвоздева, д. 69","ул. Гвоздева, д. 69",,,,,,2002-08-08,91510,20096-B-Арб,"торговля фармпрепаратами",2000-01-10,2003-08-08,,,1,45286552000,63,1,01,1,2003-12-14,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
64,,16,7705430110,50030110,"71200,71201",,12247,45286552000,2000-08-03,000.003.0110,"УНИВЕРСАМ № 0110","УНИВЕРСАМ № 0110",,"пл. Победы, д. 69","пл. Победы, д. 69","пл. Победы, д. 69",,,,,,2003-04-18,71200,30110-A1,"реализация товаров массового спроса",2000-02-16,2003-04-18,,,4,45286552000,64,0,01,4,2004-01-18,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
65,,16,7705430111,50030111,"71200,71201",,12247,45286552000,2000-05-28,000.003.0111,"УНИВЕРСАМ № 0111","УНИВЕРСАМ № 0111",,"Новоясеневский пр-т, д. 99","Новоясеневский пр-т, д. 99","Новоясеневский пр-т, д. 99",,,,,,2002-11-03,71200,30111-A1,"реализация товаров массового спроса",2000-05-15,2003-11-03,,,4,45286552000,65,0,01,4,2004-03-26,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
66,,42,7705410103,50010103,"14001,14010,14050",,12247,45286552000,2000-01-17,000.001.0103,"ЗАВОД № 0103","ЗАВОД № 0103",,"ул. Советская, д. 94","ул. Советская, д. 94","ул. Советская, д. 94",111-1000,111-2000,,,,2003-03-12,14001,10103-A1,,2000-04-04,2003-03-12,,,1,45286552000,66,0,01,1,2003-04-28,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
67,,14,7705440101,50040101,,,75000,45286552000,2000-02-01,000.004.0101,"ШКОЛА № 0101","ШКОЛА № 0101",,"ул. Теплый Стан, д. 41","ул. Теплый Стан, д. 41","ул. Теплый Стан, д. 41",,,,,,2002-11-08,92100,40101-A1,образование,2000-07-22,2003-11-08,,,4,45286552000,67,0,01,1,2003-12-26,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
68,,42,7705410106,50010106,"14001,14010,14050",,12247,45286552000,2000-04-25,000.001.0106,"ЗАВОД № 0106","ЗАВОД № 0106",,"Яблоневая аллея, д. 3, к. 4","Яблоневая аллея, д. 3, к. 4","Яблоневая аллея, д. 3, к. 4",111-1000,111-2000,,,,2002-11-27,14001,10106-A1,,2000-10-08,2003-11-27,,,1,45286552000,68,0,01,1,2004-01-24,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
69,,12,7705420104,50020104,"91510,91511,91515,10.15.15",,12247,45286552000,2000-10-17,000.002.0104,"АПТЕКА № 0104","АПТЕКА № 0104",,"ул. Теплый Стан, д. 49","ул. Теплый Стан, д. 49","ул. Теплый Стан, д. 49",,,,,,2002-11-22,91510,20104-B,"торговля фармпрепаратами",2000-10-01,2003-11-22,,,1,45286552000,69,1,01,1,2004-03-16,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
70,,12,7705420105,50020105,"91510,91511,91515,10.15.15",,12247,45286552000,2000-07-01,000.002.0105,"АПТЕКА № 0105","АПТЕКА № 0105",,"ул. Зеленая, д. 45, к. 1","ул. Зеленая, д. 45, к. 1","ул. Зеленая, д. 45, к. 1",,,,,,2003-03-10,91510,20105-B,"торговля фармпрепаратами",2000-07-13,2003-03-10,,,1,45286552000,70,1,01,1,2003-10-21,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
71,,14,7705450117,50050117,"82000,82205",,,45286552000,2000-04-15,000.005.0117,ГУП-0117,ГУП-0117,,"ул. Зеленая, д. 94","ул. Зеленая, д. 94","ул. Зеленая, д. 94",,,,,,2003-07-30,82000,50117-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-02-20,2003-07-30,,,4,45286552000,71,0,03,1,2003-08-28,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
72,,14,7705440110,50040110,,,75000,45286552000,2000-08-27,000.004.0110,"ШКОЛА № 0110","ШКОЛА № 0110",,"ул. Зеленая, д. 63, к. 5","ул. Зеленая, д. 63, к. 5","ул. Зеленая, д. 63, к. 5",,,,,,2003-02-20,92100,40110-A1,образование,2000-06-25,2003-02-20,,,4,45286552000,72,0,01,1,2003-07-03,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
73,,16,7705460118,50060118,,,,45286552000,2000-11-23,000.006.0118,ЧП-0118,ЧП-0118,,"ул. Островитянова, д. 50, к. 2","ул. Островитянова, д. 50, к. 2","ул. Островитянова, д. 50, к. 2",,,,,,2002-12-16,84000,60118-A1,коммерция,2000-11-18,2003-12-16,,,4,45286552000,73,0,01,1,2004-11-27,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
74,,14,7705440112,50040112,,,75000,45286552000,2000-04-03,000.004.0112,"ШКОЛА № 0112","ШКОЛА № 0112",,"ул. Новаторов, д. 5","ул. Новаторов, д. 5","ул. Новаторов, д. 5",,,,,,2003-01-03,92100,40112-A1,образование,2000-02-12,2003-01-03,,,4,45286552000,74,0,01,1,2003-05-18,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
75,,42,7705410113,50010113,"14001,14010,14050",,12247,45286552000,2000-12-18,000.001.0113,"ЗАВОД № 0113","ЗАВОД № 0113",,"пл. Победы, д. 30, к. 5","пл. Победы, д. 30, к. 5","пл. Победы, д. 30, к. 5",111-1000,111-2000,,,,2003-06-28,14001,10113-A1,,2000-09-05,2003-06-28,,,1,45286552000,75,0,01,1,2004-02-08,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
76,,16,7705460120,50060120,,,,45286552000,2000-08-31,000.006.0120,ЧП-0120,ЧП-0120,,"пр-т Мира, д. 56","пр-т Мира, д. 56","пр-т Мира, д. 56",,,,,,2003-01-16,84000,60120-A1,коммерция,2000-11-19,2003-01-16,,,4,45286552000,76,0,01,1,2003-12-13,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
77,,42,7705410118,50010118,"14001,14010,14050",,12247,45286552000,2000-06-16,000.001.0118,"ЗАВОД № 0118","ЗАВОД № 0118",,"ул. Гвоздева, д. 42","ул. Гвоздева, д. 42","ул. Гвоздева, д. 42",111-1000,111-2000,,,,2002-12-15,14001,10118-A1,,2000-11-04,2003-12-15,,,1,45286552000,77,0,01,1,2004-10-12,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
78,,16,7705430127,50030127,"71200,71201",,12247,45286552000,2000-08-09,000.003.0127,"УНИВЕРСАМ № 0127","УНИВЕРСАМ № 0127",,"ул. Новаторов, д. 67","ул. Новаторов, д. 67","ул. Новаторов, д. 67",,,,,,2003-04-21,71200,30127-A1,"реализация товаров массового спроса",2000-09-20,2003-04-21,,,4,45286552000,78,0,01,4,2003-05-14,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
79,,14,7705450124,50050124,"82000,82205",,,45286552000,2000-07-25,000.005.0124,ГУП-0124,ГУП-0124,,"41 км МКАД, д. 45","41 км МКАД, д. 45","41 км МКАД, д. 45",,,,,,2003-01-28,82000,50124-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-06-13,2003-01-28,,,4,45286552000,79,0,03,1,2003-11-01,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
80,,16,7705430129,50030129,"71200,71201",,12247,45286552000,2000-05-31,000.003.0129,"УНИВЕРСАМ № 0129","УНИВЕРСАМ № 0129",,"ул. Советская, д. 25","ул. Советская, д. 25","ул. Советская, д. 25",,,,,,2002-11-13,71200,30129-A1,"реализация товаров массового спроса",2000-09-03,2003-11-13,,,4,45286552000,80,0,01,4,2004-03-22,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
81,,14,7705450129,50050129,"82000,82205",,,45286552000,2000-07-04,000.005.0129,ГУП-0129,ГУП-0129,,"тупик Совхозный, д. 14","тупик Совхозный, д. 14","тупик Совхозный, д. 14",,,,,,2003-04-17,82000,50129-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-03-28,2003-04-17,,,4,45286552000,81,0,03,1,2003-11-15,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
82,,42,7705410124,50010124,"14001,14010,14050",,12247,45286552000,2000-08-11,000.001.0124,"ЗАВОД № 0124","ЗАВОД № 0124",,"ул. Новый Арбат, д. 14","ул. Новый Арбат, д. 14","ул. Новый Арбат, д. 14",111-1000,111-2000,,,,2003-05-03,14001,10124-A1,,2000-10-05,2003-05-03,,,1,45286552000,82,0,01,1,2003-06-22,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
83,,14,7705440124,50040124,,,75000,45286552000,2000-04-04,000.004.0124,"ШКОЛА № 0124","ШКОЛА № 0124",,"2-я Грузинская улица, д. 61, к. 5","2-я Грузинская улица, д. 61, к. 5","2-я Грузинская улица, д. 61, к. 5",,,,,,2003-01-01,92100,40124-A1,образование,2000-04-09,2003-01-01,,,4,45286552000,83,0,01,1,2003-07-11,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
84,,12,7705420124,50020124,"91510,91511,91515,10.15.15",,12247,45286552000,2000-10-24,000.002.0124,"АПТЕКА № 0124","АПТЕКА № 0124",,"ул. Зеленая, д. 83, к. 3","ул. Зеленая, д. 83, к. 3","ул. Зеленая, д. 83, к. 3",,,,,,2002-08-08,91510,20124-B,"торговля фармпрепаратами",2000-10-11,2003-08-08,,,1,45286552000,84,1,01,1,2003-08-16,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
85,,42,7705410134,50010134,"14001,14010,14050",,12247,45286552000,2000-10-21,000.001.0134,"ЗАВОД № 0134","ЗАВОД № 0134",,"ул. Теплый Стан, д. 95","ул. Теплый Стан, д. 95","ул. Теплый Стан, д. 95",111-1000,111-2000,,,,2003-02-17,14001,10134-A1,,2000-02-29,2003-02-17,,,1,45286552000,85,0,01,1,2003-12-17,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
86,,14,7705450142,50050142,"82000,82205",,,45286552000,2000-06-02,000.005.0142,ГУП-0142,ГУП-0142,,"ул. Ленина, д. 62","ул. Ленина, д. 62","ул. Ленина, д. 62",,,,,,2002-08-22,82000,50142-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-08-18,2003-08-22,,,4,45286552000,86,0,03,1,2004-02-10,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
87,,14,7705450144,50050144,"82000,82205",,,45286552000,2000-09-03,000.005.0144,ГУП-0144,ГУП-0144,,"ул. Ленина, д. 90","ул. Ленина, д. 90","ул. Ленина, д. 90",,,,,,2002-12-10,82000,50144-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-04-05,2003-12-10,,,4,45286552000,87,0,03,1,2004-04-28,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
88,,16,7705460152,50060152,,,,45286552000,2000-03-08,000.006.0152,ЧП-0152,ЧП-0152,,"41 км МКАД, д. 13, к. 5","41 км МКАД, д. 13, к. 5","41 км МКАД, д. 13, к. 5",,,,,,2003-07-24,84000,60152-A1,коммерция,2000-07-17,2003-07-24,,,4,45286552000,88,0,01,1,2003-09-08,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
89,,14,7705440143,50040143,,,75000,45286552000,2000-04-18,000.004.0143,"ШКОЛА № 0143","ШКОЛА № 0143",,"пер. Маяковского, д. 32","пер. Маяковского, д. 32","пер. Маяковского, д. 32",,,,,,2002-10-27,92100,40143-A1,образование,2000-12-03,2003-10-27,,,4,45286552000,89,0,01,1,2004-02-01,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
90,,42,7705410139,50010139,"14001,14010,14050",,12247,45286552000,2000-10-21,000.001.0139,"ЗАВОД № 0139","ЗАВОД № 0139",,"ул. Островитянова, д. 18","ул. Островитянова, д. 18","ул. Островитянова, д. 18",111-1000,111-2000,,,,2002-08-19,14001,10139-A1,,2000-04-23,2003-08-19,,,1,45286552000,90,0,01,1,2003-11-05,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
91,,16,7705460154,50060154,,,,45286552000,2000-04-30,000.006.0154,ЧП-0154,ЧП-0154,,"ул. Гагарина, д. 98","ул. Гагарина, д. 98","ул. Гагарина, д. 98",,,,,,2003-03-22,84000,60154-A1,коммерция,2000-04-18,2003-03-22,,,4,45286552000,91,0,01,1,2003-04-30,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
92,,42,7705410140,50010140,"14001,14010,14050",,12247,45286552000,2000-05-15,000.001.0140,"ЗАВОД № 0140","ЗАВОД № 0140",,"ул. Зеленая, д. 22","ул. Зеленая, д. 22","ул. Зеленая, д. 22",111-1000,111-2000,,,,2003-04-28,14001,10140-A1,,2000-11-09,2003-04-28,,,1,45286552000,92,0,01,1,2003-10-28,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
93,,16,7705430150,50030150,"71200,71201",,12247,45286552000,2000-04-18,000.003.0150,"УНИВЕРСАМ № 0150","УНИВЕРСАМ № 0150",,"2-я Грузинская улица, д. 69","2-я Грузинская улица, д. 69","2-я Грузинская улица, д. 69",,,,,,2002-09-07,71200,30150-A1,"реализация товаров массового спроса",2000-07-05,2003-09-07,,,4,45286552000,93,0,01,4,2003-10-10,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
94,,12,7705420140,50020140,"91510,91511,91515,10.15.15",,12247,45286552000,2000-09-01,000.002.0140,"АПТЕКА № 0140","АПТЕКА № 0140",,"2-я Грузинская улица, д. 96","2-я Грузинская улица, д. 96","2-я Грузинская улица, д. 96",,,,,,2003-07-07,91510,20140-B,"торговля фармпрепаратами",2000-10-01,2003-07-07,,,1,45286552000,94,1,01,1,2003-07-22,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
95,,14,7705450150,50050150,"82000,82205",,,45286552000,2000-06-15,000.005.0150,ГУП-0150,ГУП-0150,,"пл. Победы, д. 100","пл. Победы, д. 100","пл. Победы, д. 100",,,,,,2002-08-08,82000,50150-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-03-31,2003-08-08,,,4,45286552000,95,0,03,1,2003-12-09,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
96,,16,7705460163,50060163,,,,45286552000,2000-06-19,000.006.0163,ЧП-0163,ЧП-0163,,"ул. Советская, д. 87, к. 4","ул. Советская, д. 87, к. 4","ул. Советская, д. 87, к. 4",,,,,,2002-10-17,84000,60163-A1,коммерция,2000-07-29,2003-10-17,,,4,45286552000,96,0,01,1,2004-01-05,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
97,,12,7705420144,50020144,"91510,91511,91515,10.15.15",,12247,45286552000,2000-08-04,000.002.0144,"АПТЕКА № 0144","АПТЕКА № 0144",,"пл. Победы, д. 41","пл. Победы, д. 41","пл. Победы, д. 41",,,,,,2003-05-05,91510,20144-B,"торговля фармпрепаратами",2000-03-03,2003-05-05,,,1,45286552000,97,1,01,1,2003-10-10,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
98,,14,7705440152,50040152,,,75000,45286552000,2000-01-22,000.004.0152,"ШКОЛА № 0152","ШКОЛА № 0152",,"ул. Теплый Стан, д. 67","ул. Теплый Стан, д. 67","ул. Теплый Стан, д. 67",,,,,,2003-05-23,92100,40152-A1,образование,2000-10-05,2003-05-23,,,4,45286552000,98,0,01,1,2003-08-11,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
99,,16,7705430162,50030162,"71200,71201",,12247,45286552000,2000-04-03,000.003.0162,"УНИВЕРСАМ № 0162","УНИВЕРСАМ № 0162",,"пр-т Мира, д. 29","пр-т Мира, д. 29","пр-т Мира, д. 29",,,,,,2003-01-23,71200,30162-A1,"реализация товаров массового спроса",2000-06-23,2003-01-23,,,4,45286552000,99,0,01,4,2003-07-17,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
100,,42,7705410155,50010155,"14001,14010,14050",,12247,45286552000,2000-07-05,000.001.0155,"ЗАВОД № 0155","ЗАВОД № 0155",,"Столичный бульвар, д. 71","Столичный бульвар, д. 71","Столичный бульвар, д. 71",111-1000,111-2000,,,,2002-08-09,14001,10155-A1,,2000-10-11,2003-08-09,,,1,45286552000,100,0,01,1,2003-09-19,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
101,,16,7705430174,50030174,"71200,71201",,12247,45286552000,2000-06-05,000.003.0174,"УНИВЕРСАМ № 0174","УНИВЕРСАМ № 0174",,"пер. Маяковского, д. 41","пер. Маяковского, д. 41","пер. Маяковского, д. 41",,,,,,2002-09-03,71200,30174-A1,"реализация товаров массового спроса",2000-11-18,2003-09-03,,,4,45286552000,101,0,01,4,2004-04-01,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
102,,16,7705460172,50060172,,,,45286552000,2000-09-23,000.006.0172,ЧП-0172,ЧП-0172,,"ул. Ленина, д. 54, к. 5","ул. Ленина, д. 54, к. 5","ул. Ленина, д. 54, к. 5",,,,,,2002-12-12,84000,60172-A1,коммерция,2000-01-18,2003-12-12,,,4,45286552000,102,0,01,1,2004-08-26,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
103,,12,7705420162,50020162,"91510,91511,91515,10.15.15",,12247,45286552000,2000-08-08,000.002.0162,"АПТЕКА № 0162","АПТЕКА № 0162",,"ул. Гвоздева, д. 23","ул. Гвоздева, д. 23","ул. Гвоздева, д. 23",,,,,,2002-12-01,91510,20162-B,"торговля фармпрепаратами",2000-03-20,2003-12-01,,,1,45286552000,103,1,01,1,2004-05-04,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
104,,42,7705410163,50010163,"14001,14010,14050",,12247,45286552000,2000-06-07,000.001.0163,"ЗАВОД № 0163","ЗАВОД № 0163",,"ул. Новый Арбат, д. 88, к. 4","ул. Новый Арбат, д. 88, к. 4","ул. Новый Арбат, д. 88, к. 4",111-1000,111-2000,,,,2002-09-25,14001,10163-A1,,2000-06-28,2003-09-25,,,1,45286552000,104,0,01,1,2004-02-09,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
105,,14,7705440176,50040176,,,75000,45286552000,2000-12-09,000.004.0176,"ШКОЛА № 0176","ШКОЛА № 0176",,"2-й пер. Призывников, д. 39","2-й пер. Призывников, д. 39","2-й пер. Призывников, д. 39",,,,,,2002-09-02,92100,40176-A1,образование,2000-07-15,2003-09-02,,,4,45286552000,105,0,01,1,2003-10-21,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
